title,vote_average,vote_count,budget,revenue,imdb_id,id,movie_genres,release_year,Winner,cpi_multiplier,budget_2024,revenue_2024
Descendants,7.149,2444,0,0,tt3440298,277217,Family,2015,No,1.32,0.0,0.0
Descendants,7.149,2444,0,0,tt3440298,277217,Adventure,2015,No,1.32,0.0,0.0
Descendants,7.149,2444,0,0,tt3440298,277217,Fantasy,2015,No,1.32,0.0,0.0
Descendants,7.149,2444,0,0,tt3440298,277217,TV Movie,2015,No,1.32,0.0,0.0
Descendants,7.149,2444,0,0,tt3440298,277217,Music,2015,No,1.32,0.0,0.0
Despicable Me 3,6.466,7455,80000000,1034800131,tt3469046,324852,Action,2017,No,1.28,102400000.0,1324544167.68
Despicable Me 3,6.466,7455,80000000,1034800131,tt3469046,324852,Animation,2017,No,1.28,102400000.0,1324544167.68
Despicable Me 3,6.466,7455,80000000,1034800131,tt3469046,324852,Comedy,2017,No,1.28,102400000.0,1324544167.68
Despicable Me 3,6.466,7455,80000000,1034800131,tt3469046,324852,Family,2017,No,1.28,102400000.0,1324544167.68
Despicable Me 3,6.466,7455,80000000,1034800131,tt3469046,324852,Adventure,2017,No,1.28,102400000.0,1324544167.68
Despicable Me 4,7.015,2970,100000000,969597394,tt7510222,519182,Family,2024,No,1.0,100000000.0,969597394.0
Despicable Me 4,7.015,2970,100000000,969597394,tt7510222,519182,Comedy,2024,No,1.0,100000000.0,969597394.0
Despicable Me 4,7.015,2970,100000000,969597394,tt7510222,519182,Animation,2024,No,1.0,100000000.0,969597394.0
Despicable Me 4,7.015,2970,100000000,969597394,tt7510222,519182,Science Fiction,2024,No,1.0,100000000.0,969597394.0
Dirty Grandpa,5.936,4500,11500000,94100000,tt1860213,291870,Comedy,2016,No,1.31,15065000.0,123271000.0
Doctor Sleep,7.143,4691,45000000,72385286,tt5606664,501170,Horror,2019,No,1.23,55350000.0,89033901.78
Doctor Sleep,7.143,4691,45000000,72385286,tt5606664,501170,Fantasy,2019,No,1.23,55350000.0,89033901.78
Doctor Strange,7.418,22914,180000000,676343174,tt1211837,284052,Fantasy,2016,No,1.31,235800000.0,886009557.94
Doctor Strange,7.418,22914,180000000,676343174,tt1211837,284052,Adventure,2016,No,1.31,235800000.0,886009557.94
Doctor Strange,7.418,22914,180000000,676343174,tt1211837,284052,Action,2016,No,1.31,235800000.0,886009557.94
Doctor Strange in the Multiverse of Madness,7.24,9872,290000000,955775804,tt9419884,453395,Fantasy,2022,No,1.07,310300000.0,1022680110.2800001
Doctor Strange in the Multiverse of Madness,7.24,9872,290000000,955775804,tt9419884,453395,Action,2022,No,1.07,310300000.0,1022680110.2800001
Doctor Strange in the Multiverse of Madness,7.24,9872,290000000,955775804,tt9419884,453395,Adventure,2022,No,1.07,310300000.0,1022680110.2800001
Dog,7.306,1694,20000000,84774243,tt11252248,626735,Drama,2022,No,1.07,21400000.0,90708440.01
Dog,7.306,1694,20000000,84774243,tt11252248,626735,Comedy,2022,No,1.07,21400000.0,90708440.01
Dogman,7.874,1267,0,4082217,tt17009348,944401,Action,2023,No,1.03,0.0,4204683.51
Dogman,7.874,1267,0,4082217,tt17009348,944401,Drama,2023,No,1.03,0.0,4204683.51
Dogman,7.874,1267,0,4082217,tt17009348,944401,Crime,2023,No,1.03,0.0,4204683.51
Dogman,7.528,2258,0,5080147,tt6768578,483184,Crime,2018,No,1.25,0.0,6350183.75
Dogman,7.528,2258,0,5080147,tt6768578,483184,Drama,2018,No,1.25,0.0,6350183.75
Dogman,7.528,2258,0,5080147,tt6768578,483184,Thriller,2018,No,1.25,0.0,6350183.75
Dolittle,6.588,3764,175000000,251410631,tt6673612,448119,Family,2020,No,1.21,211750000.0,304206863.51
Dolittle,6.588,3764,175000000,251410631,tt6673612,448119,Comedy,2020,No,1.21,211750000.0,304206863.51
Dolittle,6.588,3764,175000000,251410631,tt6673612,448119,Fantasy,2020,No,1.21,211750000.0,304206863.51
Dolittle,6.588,3764,175000000,251410631,tt6673612,448119,Adventure,2020,No,1.21,211750000.0,304206863.51
Don't Breathe,7.0,7760,9900000,158906350,tt4160708,300669,Horror,2016,No,1.31,12969000.0,208167318.5
Don't Breathe,7.0,7760,9900000,158906350,tt4160708,300669,Thriller,2016,No,1.31,12969000.0,208167318.5
Don't Breathe,7.0,7760,9900000,158906350,tt4160708,300669,Crime,2016,No,1.31,12969000.0,208167318.5
Don't Breathe 2,7.019,2721,15000000,53785551,tt6246322,482373,Thriller,2021,No,1.16,17400000.0,62391239.16
Don't Breathe 2,7.019,2721,15000000,53785551,tt6246322,482373,Horror,2021,No,1.16,17400000.0,62391239.16
Don't Look Up,7.067,8890,75000000,791863,tt11286314,646380,Comedy,2021,No,1.16,87000000.0,918561.08
Don't Look Up,7.067,8890,75000000,791863,tt11286314,646380,Science Fiction,2021,No,1.16,87000000.0,918561.08
Don't Move,6.335,899,0,0,tt24807110,1063877,Horror,2024,No,1.0,0.0,0.0
Don't Move,6.335,899,0,0,tt24807110,1063877,Thriller,2024,No,1.0,0.0,0.0
Don't Worry Darling,6.778,2782,35000000,86700000,tt10731256,619730,Science Fiction,2022,No,1.07,37450000.0,92769000.0
Don't Worry Darling,6.778,2782,35000000,86700000,tt10731256,619730,Mystery,2022,No,1.07,37450000.0,92769000.0
Don't Worry Darling,6.778,2782,35000000,86700000,tt10731256,619730,Thriller,2022,No,1.07,37450000.0,92769000.0
Downsizing,5.387,3977,68000000,55003890,tt1389072,301337,Drama,2017,No,1.28,87040000.0,70404979.2
Downsizing,5.387,3977,68000000,55003890,tt1389072,301337,Science Fiction,2017,No,1.28,87040000.0,70404979.2
Downsizing,5.387,3977,68000000,55003890,tt1389072,301337,Comedy,2017,No,1.28,87040000.0,70404979.2
Dragon Ball Super: Broly,7.903,3036,1000000,125002821,tt7961060,503314,Action,2018,No,1.25,1250000.0,156253526.25
Dragon Ball Super: Broly,7.903,3036,1000000,125002821,tt7961060,503314,Science Fiction,2018,No,1.25,1250000.0,156253526.25
Dragon Ball Super: Broly,7.903,3036,1000000,125002821,tt7961060,503314,Animation,2018,No,1.25,1250000.0,156253526.25
Dragon Ball Super: Super Hero,7.887,2947,0,86600000,tt14614892,610150,Animation,2022,No,1.07,0.0,92662000.0
Dragon Ball Super: Super Hero,7.887,2947,0,86600000,tt14614892,610150,Science Fiction,2022,No,1.07,0.0,92662000.0
Dragon Ball Super: Super Hero,7.887,2947,0,86600000,tt14614892,610150,Action,2022,No,1.07,0.0,92662000.0
Dream Scenario,6.651,1160,10000000,14114415,tt21942866,823482,Comedy,2023,No,1.03,10300000.0,14537847.450000001
Dream Scenario,6.651,1160,10000000,14114415,tt21942866,823482,Fantasy,2023,No,1.03,10300000.0,14537847.450000001
Dumbo,6.591,4451,170000000,353284621,tt3861390,329996,Family,2019,No,1.23,209100000.0,434540083.83
Dumbo,6.591,4451,170000000,353284621,tt3861390,329996,Fantasy,2019,No,1.23,209100000.0,434540083.83
Dumbo,6.591,4451,170000000,353284621,tt3861390,329996,Adventure,2019,No,1.23,209100000.0,434540083.83
Dune,7.777,14109,165000000,407573628,tt1160419,438631,Science Fiction,2021,No,1.16,191400000.0,472785408.47999996
Dune,7.777,14109,165000000,407573628,tt1160419,438631,Adventure,2021,No,1.16,191400000.0,472785408.47999996
Dune: Part Two,8.132,7199,190000000,714844358,tt15239678,693134,Science Fiction,2024,No,1.0,190000000.0,714844358.0
Dune: Part Two,8.132,7199,190000000,714844358,tt15239678,693134,Adventure,2024,No,1.0,190000000.0,714844358.0
Dungeons & Dragons: Honor Among Thieves,7.332,4231,151000000,208200000,tt2906216,493529,Adventure,2023,No,1.03,155530000.0,214446000.0
Dungeons & Dragons: Honor Among Thieves,7.332,4231,151000000,208200000,tt2906216,493529,Fantasy,2023,No,1.03,155530000.0,214446000.0
Dungeons & Dragons: Honor Among Thieves,7.332,4231,151000000,208200000,tt2906216,493529,Comedy,2023,No,1.03,155530000.0,214446000.0
Dunkirk,7.449,17108,150000000,527000000,tt5013056,374720,War,2017,No,1.28,192000000.0,674560000.0
Dunkirk,7.449,17108,150000000,527000000,tt5013056,374720,Action,2017,No,1.28,192000000.0,674560000.0
Dunkirk,7.449,17108,150000000,527000000,tt5013056,374720,Drama,2017,No,1.28,192000000.0,674560000.0
El Camino: A Breaking Bad Movie,7.042,5380,0,0,tt9243946,559969,Crime,2019,No,1.23,0.0,0.0
El Camino: A Breaking Bad Movie,7.042,5380,0,0,tt9243946,559969,Drama,2019,No,1.23,0.0,0.0
El Camino: A Breaking Bad Movie,7.042,5380,0,0,tt9243946,559969,Thriller,2019,No,1.23,0.0,0.0
Elemental,7.6,5026,200000000,496444308,tt15789038,976573,Family,2023,No,1.03,206000000.0,511337637.24
Elemental,7.6,5026,200000000,496444308,tt15789038,976573,Fantasy,2023,No,1.03,206000000.0,511337637.24
Elemental,7.6,5026,200000000,496444308,tt15789038,976573,Comedy,2023,No,1.03,206000000.0,511337637.24
Elemental,7.6,5026,200000000,496444308,tt15789038,976573,Romance,2023,No,1.03,206000000.0,511337637.24
Elemental,7.6,5026,200000000,496444308,tt15789038,976573,Animation,2023,No,1.03,206000000.0,511337637.24
Elvis,7.477,3710,85000000,288670284,tt3704428,614934,Drama,2022,No,1.07,90950000.0,308877203.88
Elvis,7.477,3710,85000000,288670284,tt3704428,614934,Music,2022,No,1.07,90950000.0,308877203.88
Elvis,7.477,3710,85000000,288670284,tt3704428,614934,History,2022,No,1.07,90950000.0,308877203.88
Emilia Pérez,6.511,1835,26000000,16302703,tt20221436,974950,Drama,2024,No,1.0,26000000.0,16302703.0
Emilia Pérez,6.511,1835,26000000,16302703,tt20221436,974950,Thriller,2024,No,1.0,26000000.0,16302703.0
Emma.,7.009,1862,10000000,25200000,tt9214832,556678,Comedy,2020,No,1.21,12100000.0,30492000.0
Emma.,7.009,1862,10000000,25200000,tt9214832,556678,Romance,2020,No,1.21,12100000.0,30492000.0
Encanto,7.58,9925,150000000,261292688,tt2953050,568124,Animation,2021,No,1.16,174000000.0,303099518.08
Encanto,7.58,9925,150000000,261292688,tt2953050,568124,Comedy,2021,No,1.16,174000000.0,303099518.08
Encanto,7.58,9925,150000000,261292688,tt2953050,568124,Family,2021,No,1.16,174000000.0,303099518.08
Encanto,7.58,9925,150000000,261292688,tt2953050,568124,Fantasy,2021,No,1.16,174000000.0,303099518.08
Enola Holmes,7.242,6321,21000000,0,tt7846844,497582,Adventure,2020,No,1.21,25410000.0,0.0
Enola Holmes,7.242,6321,21000000,0,tt7846844,497582,Mystery,2020,No,1.21,25410000.0,0.0
Enola Holmes,7.242,6321,21000000,0,tt7846844,497582,Crime,2020,No,1.21,25410000.0,0.0
Enola Holmes 2,7.321,1635,0,0,tt14641788,829280,Adventure,2022,No,1.07,0.0,0.0
Enola Holmes 2,7.321,1635,0,0,tt14641788,829280,Mystery,2022,No,1.07,0.0,0.0
Enola Holmes 2,7.321,1635,0,0,tt14641788,829280,Crime,2022,No,1.07,0.0,0.0
Escape Room,6.541,4893,9000000,155712077,tt5886046,522681,Horror,2019,No,1.23,11070000.0,191525854.71
Escape Room,6.541,4893,9000000,155712077,tt5886046,522681,Thriller,2019,No,1.23,11070000.0,191525854.71
Escape Room,6.541,4893,9000000,155712077,tt5886046,522681,Mystery,2019,No,1.23,11070000.0,191525854.71
Escape Room: Tournament of Champions,6.515,2171,15000000,65774490,tt9844522,585216,Horror,2021,No,1.16,17400000.0,76298408.39999999
Escape Room: Tournament of Champions,6.515,2171,15000000,65774490,tt9844522,585216,Thriller,2021,No,1.16,17400000.0,76298408.39999999
Escape Room: Tournament of Champions,6.515,2171,15000000,65774490,tt9844522,585216,Mystery,2021,No,1.16,17400000.0,76298408.39999999
Escape from Pretoria,7.186,1419,0,2431995,tt5797184,502425,Drama,2020,No,1.21,0.0,2942713.9499999997
Escape from Pretoria,7.186,1419,0,2431995,tt5797184,502425,History,2020,No,1.21,0.0,2942713.9499999997
Escape from Pretoria,7.186,1419,0,2431995,tt5797184,502425,Thriller,2020,No,1.21,0.0,2942713.9499999997
Eternals,6.792,8827,200000000,402064899,tt9032400,524434,Science Fiction,2021,No,1.16,231999999.99999997,466395282.84
Eternals,6.792,8827,200000000,402064899,tt9032400,524434,Action,2021,No,1.16,231999999.99999997,466395282.84
Eternals,6.792,8827,200000000,402064899,tt9032400,524434,Adventure,2021,No,1.16,231999999.99999997,466395282.84
Eurovision Song Contest: The Story of Fire Saga,6.42,1502,0,0,tt8580274,531454,Comedy,2020,No,1.21,0.0,0.0
Eurovision Song Contest: The Story of Fire Saga,6.42,1502,0,0,tt8580274,531454,Music,2020,No,1.21,0.0,0.0
Everest,6.827,5079,55000000,203427584,tt2719848,253412,Adventure,2015,No,1.32,72600000.0,268524410.88
Everest,6.827,5079,55000000,203427584,tt2719848,253412,Drama,2015,No,1.32,72600000.0,268524410.88
Everest,6.827,5079,55000000,203427584,tt2719848,253412,History,2015,No,1.32,72600000.0,268524410.88
Every Day,7.25,2272,4900000,10400000,tt7026672,465136,Romance,2018,No,1.25,6125000.0,13000000.0
Every Day,7.25,2272,4900000,10400000,tt7026672,465136,Fantasy,2018,No,1.25,6125000.0,13000000.0
Everything Everywhere All at Once,7.728,7441,25000000,139200000,tt6710474,545611,Action,2022,Yes,1.07,26750000.0,148944000.0
Everything Everywhere All at Once,7.728,7441,25000000,139200000,tt6710474,545611,Adventure,2022,Yes,1.07,26750000.0,148944000.0
Everything Everywhere All at Once,7.728,7441,25000000,139200000,tt6710474,545611,Science Fiction,2022,Yes,1.07,26750000.0,148944000.0
"Everything, Everything",7.242,3723,10000000,61621140,tt5001718,417678,Drama,2017,No,1.28,12800000.0,78875059.2
"Everything, Everything",7.242,3723,10000000,61621140,tt5001718,417678,Romance,2017,No,1.28,12800000.0,78875059.2
Evil Dead Rise,6.923,3435,15000000,147156372,tt13345606,713704,Horror,2023,No,1.03,15450000.0,151571063.16
Evil Dead Rise,6.923,3435,15000000,147156372,tt13345606,713704,Thriller,2023,No,1.03,15450000.0,151571063.16
Expend4bles,6.09,1764,100000000,37917985,tt3291150,299054,Action,2023,No,1.03,103000000.0,39055524.550000004
Expend4bles,6.09,1764,100000000,37917985,tt3291150,299054,Adventure,2023,No,1.03,103000000.0,39055524.550000004
Expend4bles,6.09,1764,100000000,37917985,tt3291150,299054,Thriller,2023,No,1.03,103000000.0,39055524.550000004
Extraction,7.304,6385,65000000,0,tt8936646,545609,Action,2020,No,1.21,78650000.0,0.0
Extraction,7.304,6385,65000000,0,tt8936646,545609,Thriller,2020,No,1.21,78650000.0,0.0
Extraction 2,7.406,2713,65000000,0,tt12263384,697843,Action,2023,No,1.03,66950000.0,0.0
Extraction 2,7.406,2713,65000000,0,tt12263384,697843,Thriller,2023,No,1.03,66950000.0,0.0
Extraction 2,7.406,2713,65000000,0,tt12263384,697843,Crime,2023,No,1.03,66950000.0,0.0
"Extremely Wicked, Shockingly Evil and Vile",7.0,3461,0,0,tt2481498,457799,Drama,2019,No,1.23,0.0,0.0
"Extremely Wicked, Shockingly Evil and Vile",7.0,3461,0,0,tt2481498,457799,Crime,2019,No,1.23,0.0,0.0
F9,7.033,7509,200000000,726229501,tt5433138,385128,Action,2021,No,1.16,231999999.99999997,842426221.16
F9,7.033,7509,200000000,726229501,tt5433138,385128,Adventure,2021,No,1.16,231999999.99999997,842426221.16
F9,7.033,7509,200000000,726229501,tt5433138,385128,Crime,2021,No,1.16,231999999.99999997,842426221.16
Fall,7.122,4316,3000000,17363261,tt15325794,985939,Thriller,2022,No,1.07,3210000.0,18578689.27
Fantastic Beasts and Where to Find Them,7.3,19331,180000000,809342332,tt3183660,259316,Fantasy,2016,No,1.31,235800000.0,1060238454.9200001
Fantastic Beasts and Where to Find Them,7.3,19331,180000000,809342332,tt3183660,259316,Adventure,2016,No,1.31,235800000.0,1060238454.9200001
Fantastic Beasts: The Crimes of Grindelwald,6.8,11230,200000000,654900000,tt4123430,338952,Fantasy,2018,No,1.25,250000000.0,818625000.0
Fantastic Beasts: The Crimes of Grindelwald,6.8,11230,200000000,654900000,tt4123430,338952,Adventure,2018,No,1.25,250000000.0,818625000.0
Fantastic Beasts: The Secrets of Dumbledore,6.635,4882,200000000,407200000,tt4123432,338953,Fantasy,2022,No,1.07,214000000.0,435704000.0
Fantastic Beasts: The Secrets of Dumbledore,6.635,4882,200000000,407200000,tt4123432,338953,Adventure,2022,No,1.07,214000000.0,435704000.0
Fantastic Four,4.4,6264,120000000,167977596,tt1502712,166424,Action,2015,No,1.32,158400000.0,221730426.72
Fantastic Four,4.4,6264,120000000,167977596,tt1502712,166424,Adventure,2015,No,1.32,158400000.0,221730426.72
Fantastic Four,4.4,6264,120000000,167977596,tt1502712,166424,Science Fiction,2015,No,1.32,158400000.0,221730426.72
Fantasy Island,5.77,2569,7000000,49500000,tt0983946,539537,Adventure,2020,No,1.21,8470000.0,59895000.0
Fantasy Island,5.77,2569,7000000,49500000,tt0983946,539537,Fantasy,2020,No,1.21,8470000.0,59895000.0
Fantasy Island,5.77,2569,7000000,49500000,tt0983946,539537,Horror,2020,No,1.21,8470000.0,59895000.0
Fantasy Island,5.77,2569,7000000,49500000,tt0983946,539537,Mystery,2020,No,1.21,8470000.0,59895000.0
Fast & Furious Presents: Hobbs & Shaw,6.845,7543,200000000,760098996,tt6806448,384018,Action,2019,No,1.23,246000000.0,934921765.08
Fast & Furious Presents: Hobbs & Shaw,6.845,7543,200000000,760098996,tt6806448,384018,Adventure,2019,No,1.23,246000000.0,934921765.08
Fast & Furious Presents: Hobbs & Shaw,6.845,7543,200000000,760098996,tt6806448,384018,Comedy,2019,No,1.23,246000000.0,934921765.08
Fast X,7.016,6104,340000000,704709660,tt5433140,385687,Action,2023,No,1.03,350200000.0,725850949.8000001
Fast X,7.016,6104,340000000,704709660,tt5433140,385687,Crime,2023,No,1.03,350200000.0,725850949.8000001
Fast X,7.016,6104,340000000,704709660,tt5433140,385687,Thriller,2023,No,1.03,350200000.0,725850949.8000001
Fast X,7.016,6104,340000000,704709660,tt5433140,385687,Adventure,2023,No,1.03,350200000.0,725850949.8000001
Fast X,7.016,6104,340000000,704709660,tt5433140,385687,Mystery,2023,No,1.03,350200000.0,725850949.8000001
Fatherhood,7.5,1481,0,0,tt4733624,607259,Drama,2021,No,1.16,0.0,0.0
Fatherhood,7.5,1481,0,0,tt4733624,607259,Comedy,2021,No,1.16,0.0,0.0
Fear Street: 1666,7.1,1897,0,0,tt9701942,591275,Mystery,2021,No,1.16,0.0,0.0
Fear Street: 1666,7.1,1897,0,0,tt9701942,591275,Horror,2021,No,1.16,0.0,0.0
Fear Street: 1978,7.188,2111,0,0,tt9701940,591274,Horror,2021,No,1.16,0.0,0.0
Fear Street: 1978,7.188,2111,0,0,tt9701940,591274,Mystery,2021,No,1.16,0.0,0.0
Fear Street: 1994,6.7,2516,0,0,tt6566576,591273,Horror,2021,No,1.16,0.0,0.0
Fear Street: 1994,6.7,2516,0,0,tt6566576,591273,Mystery,2021,No,1.16,0.0,0.0
Feel the Beat,7.57,1143,0,0,tt10714856,707886,Comedy,2020,No,1.21,0.0,0.0
Feel the Beat,7.57,1143,0,0,tt10714856,707886,Music,2020,No,1.21,0.0,0.0
Feel the Beat,7.57,1143,0,0,tt10714856,707886,Drama,2020,No,1.21,0.0,0.0
Ferdinand,7.224,2998,111000000,295038508,tt3411444,364689,Animation,2017,No,1.28,142080000.0,377649290.24
Ferdinand,7.224,2998,111000000,295038508,tt3411444,364689,Family,2017,No,1.28,142080000.0,377649290.24
Ferdinand,7.224,2998,111000000,295038508,tt3411444,364689,Adventure,2017,No,1.28,142080000.0,377649290.24
Ferdinand,7.224,2998,111000000,295038508,tt3411444,364689,Comedy,2017,No,1.28,142080000.0,377649290.24
Ferrari,6.4,1162,95000000,39220516,tt3758542,365620,History,2023,No,1.03,97850000.0,40397131.480000004
Ferrari,6.4,1162,95000000,39220516,tt3758542,365620,Drama,2023,No,1.03,97850000.0,40397131.480000004
Fifty Shades Darker,6.476,7826,55000000,381545846,tt4465564,341174,Drama,2017,No,1.28,70400000.0,488378682.88
Fifty Shades Darker,6.476,7826,55000000,381545846,tt4465564,341174,Romance,2017,No,1.28,70400000.0,488378682.88
Fifty Shades Freed,6.682,8233,55000000,371985018,tt4477536,337167,Drama,2018,No,1.25,68750000.0,464981272.5
Fifty Shades Freed,6.682,8233,55000000,371985018,tt4477536,337167,Romance,2018,No,1.25,68750000.0,464981272.5
Fifty Shades of Grey,5.879,12163,40000000,569651467,tt2322441,216015,Drama,2015,No,1.32,52800000.0,751939936.44
Fifty Shades of Grey,5.879,12163,40000000,569651467,tt2322441,216015,Romance,2015,No,1.32,52800000.0,751939936.44
Fifty Shades of Grey,5.879,12163,40000000,569651467,tt2322441,216015,Thriller,2015,No,1.32,52800000.0,751939936.44
Finch,7.823,3774,2500000,0,tt3420504,522402,Science Fiction,2021,No,1.16,2900000.0,0.0
Finch,7.823,3774,2500000,0,tt3420504,522402,Drama,2021,No,1.16,2900000.0,0.0
Finch,7.823,3774,2500000,0,tt3420504,522402,Adventure,2021,No,1.16,2900000.0,0.0
Finding Dory,7.04,12427,200000000,1029266989,tt2277860,127380,Adventure,2016,No,1.31,262000000.0,1348339755.5900002
Finding Dory,7.04,12427,200000000,1029266989,tt2277860,127380,Animation,2016,No,1.31,262000000.0,1348339755.5900002
Finding Dory,7.04,12427,200000000,1029266989,tt2277860,127380,Comedy,2016,No,1.31,262000000.0,1348339755.5900002
Finding Dory,7.04,12427,200000000,1029266989,tt2277860,127380,Family,2016,No,1.31,262000000.0,1348339755.5900002
First Man,7.042,5477,70000000,105713218,tt1213641,369972,History,2018,No,1.25,87500000.0,132141522.5
First Man,7.042,5477,70000000,105713218,tt1213641,369972,Drama,2018,No,1.25,87500000.0,132141522.5
Five Feet Apart,8.2,5802,7000000,92600000,tt6472976,527641,Romance,2019,No,1.23,8610000.0,113898000.0
Five Feet Apart,8.2,5802,7000000,92600000,tt6472976,527641,Drama,2019,No,1.23,8610000.0,113898000.0
Five Nights at Freddy's,7.4,4619,20000000,297144130,tt4589218,507089,Horror,2023,No,1.03,20600000.0,306058453.90000004
Five Nights at Freddy's,7.4,4619,20000000,297144130,tt4589218,507089,Thriller,2023,No,1.03,20600000.0,306058453.90000004
Flow,8.129,2440,3700000,17660107,tt4772188,823219,Animation,2024,No,1.0,3700000.0,17660107.0
Flow,8.129,2440,3700000,17660107,tt4772188,823219,Adventure,2024,No,1.0,3700000.0,17660107.0
Flow,8.129,2440,3700000,17660107,tt4772188,823219,Fantasy,2024,No,1.0,3700000.0,17660107.0
Flow,8.129,2440,3700000,17660107,tt4772188,823219,Family,2024,No,1.0,3700000.0,17660107.0
Fly Me to the Moon,6.806,1028,100000000,42260534,tt1896747,956842,Romance,2024,No,1.0,100000000.0,42260534.0
Fly Me to the Moon,6.806,1028,100000000,42260534,tt1896747,956842,Comedy,2024,No,1.0,100000000.0,42260534.0
Focus,6.871,8097,50100000,153962963,tt2381941,256591,Romance,2015,No,1.32,66132000.0,203231111.16
Focus,6.871,8097,50100000,153962963,tt2381941,256591,Comedy,2015,No,1.32,66132000.0,203231111.16
Focus,6.871,8097,50100000,153962963,tt2381941,256591,Crime,2015,No,1.32,66132000.0,203231111.16
Ford v Ferrari,8.007,8589,97600000,225508210,tt1950186,359724,Drama,2019,No,1.23,120048000.0,277375098.3
Ford v Ferrari,8.007,8589,97600000,225508210,tt1950186,359724,Action,2019,No,1.23,120048000.0,277375098.3
Ford v Ferrari,8.007,8589,97600000,225508210,tt1950186,359724,History,2019,No,1.23,120048000.0,277375098.3
Fractured,6.748,2758,0,0,tt4332232,568091,Thriller,2019,No,1.23,0.0,0.0
Fractured,6.748,2758,0,0,tt4332232,568091,Drama,2019,No,1.23,0.0,0.0
Freaky,6.558,1743,5000000,15100000,tt10919380,551804,Horror,2020,No,1.21,6050000.0,18271000.0
Freaky,6.558,1743,5000000,15100000,tt10919380,551804,Comedy,2020,No,1.21,6050000.0,18271000.0
Free Guy,7.463,9379,110000000,331526598,tt6264654,550988,Comedy,2021,No,1.16,127599999.99999999,384570853.67999995
Free Guy,7.463,9379,110000000,331526598,tt6264654,550988,Adventure,2021,No,1.16,127599999.99999999,384570853.67999995
Free Guy,7.463,9379,110000000,331526598,tt6264654,550988,Science Fiction,2021,No,1.16,127599999.99999999,384570853.67999995
Fresh,6.973,1775,0,0,tt13403046,787752,Horror,2022,No,1.07,0.0,0.0
Fresh,6.973,1775,0,0,tt13403046,787752,Thriller,2022,No,1.07,0.0,0.0
Frozen II,7.242,10061,150000000,1453683476,tt4520988,330457,Family,2019,No,1.23,184500000.0,1788030675.48
Frozen II,7.242,10061,150000000,1453683476,tt4520988,330457,Animation,2019,No,1.23,184500000.0,1788030675.48
Frozen II,7.242,10061,150000000,1453683476,tt4520988,330457,Adventure,2019,No,1.23,184500000.0,1788030675.48
Frozen II,7.242,10061,150000000,1453683476,tt4520988,330457,Comedy,2019,No,1.23,184500000.0,1788030675.48
Frozen II,7.242,10061,150000000,1453683476,tt4520988,330457,Fantasy,2019,No,1.23,184500000.0,1788030675.48
Furiosa: A Mad Max Saga,7.459,4490,168000000,174287546,tt12037194,786892,Action,2024,No,1.0,168000000.0,174287546.0
Furiosa: A Mad Max Saga,7.459,4490,168000000,174287546,tt12037194,786892,Science Fiction,2024,No,1.0,168000000.0,174287546.0
Furiosa: A Mad Max Saga,7.459,4490,168000000,174287546,tt12037194,786892,Adventure,2024,No,1.0,168000000.0,174287546.0
Furious 7,7.223,11017,190000000,1515400000,tt2820852,168259,Action,2015,No,1.32,250800000.0,2000328000.0
Furious 7,7.223,11017,190000000,1515400000,tt2820852,168259,Crime,2015,No,1.32,250800000.0,2000328000.0
Furious 7,7.223,11017,190000000,1515400000,tt2820852,168259,Thriller,2015,No,1.32,250800000.0,2000328000.0
Gabriel's Inferno,8.403,2437,0,0,tt11316854,696374,Romance,2020,No,1.21,0.0,0.0
Gabriel's Inferno,8.403,2437,0,0,tt11316854,696374,Drama,2020,No,1.21,0.0,0.0
Gabriel's Inferno: Part II,8.369,1534,0,0,tt13535454,724089,Romance,2020,No,1.21,0.0,0.0
Gabriel's Inferno: Part II,8.369,1534,0,0,tt13535454,724089,Drama,2020,No,1.21,0.0,0.0
Game Night,6.846,6070,37000000,117501013,tt2704998,445571,Mystery,2018,No,1.25,46250000.0,146876266.25
Game Night,6.846,6070,37000000,117501013,tt2704998,445571,Comedy,2018,No,1.25,46250000.0,146876266.25
Game Night,6.846,6070,37000000,117501013,tt2704998,445571,Crime,2018,No,1.25,46250000.0,146876266.25
Gemini Man,6.274,5309,140000000,173469516,tt1025100,453405,Science Fiction,2019,No,1.23,172200000.0,213367504.68
Gemini Man,6.274,5309,140000000,173469516,tt1025100,453405,Action,2019,No,1.23,172200000.0,213367504.68
Gemini Man,6.274,5309,140000000,173469516,tt1025100,453405,Adventure,2019,No,1.23,172200000.0,213367504.68
Gemini Man,6.274,5309,140000000,173469516,tt1025100,453405,Thriller,2019,No,1.23,172200000.0,213367504.68
Geostorm,6.1,5003,120000000,221600160,tt1981128,274855,Action,2017,No,1.28,153600000.0,283648204.8
Geostorm,6.1,5003,120000000,221600160,tt1981128,274855,Science Fiction,2017,No,1.28,153600000.0,283648204.8
Geostorm,6.1,5003,120000000,221600160,tt1981128,274855,Thriller,2017,No,1.28,153600000.0,283648204.8
Gerald's Game,6.402,3820,0,0,tt3748172,343674,Horror,2017,No,1.28,0.0,0.0
Gerald's Game,6.402,3820,0,0,tt3748172,343674,Thriller,2017,No,1.28,0.0,0.0
Get Hard,6.024,2807,40000000,111800000,tt2561572,257091,Comedy,2015,No,1.32,52800000.0,147576000.0
