title,vote_average,vote_count,budget,revenue,imdb_id,id,movie_genres,release_year,Winner,cpi_multiplier,budget_2024,revenue_2024
All the Bright Places,7.637,2950,0,0,tt3907584,342470,"['Romance', 'Drama']",2020,No,1.21,0.0,0.0
Allegiant,6.107,6800,110000000,179246868,tt3410834,262504,"['Adventure', 'Science Fiction', 'Action', 'Mystery']",2016,No,1.31,144100000.0,234813397.08
Allied,6.8,4664,106000000,119520023,tt3640424,369885,"['Action', 'Drama', 'War', 'Romance', 'Thriller']",2016,No,1.31,138860000.0,156571230.13
Aloha,5.512,2110,37000000,26250020,tt1243974,222936,"['Drama', 'Comedy', 'Romance']",2015,No,1.32,48840000.0,34650026.4
Alpha,6.525,2651,51000000,99630675,tt4244998,399360,"['Adventure', 'Drama']",2018,No,1.25,63750000.0,124538343.75
Ambulance,6.636,2302,40000000,52303589,tt4998632,763285,"['Thriller', 'Action', 'Crime']",2022,No,1.07,42800000.0,55964840.230000004
American Assassin,6.411,3149,33000000,67200000,tt1961175,415842,"['Action', 'Adventure', 'Thriller']",2017,No,1.28,42240000.0,86016000.0
American Fiction,7.283,1209,16000000,22483370,tt23561236,1056360,"['Comedy', 'Drama']",2023,No,1.03,16480000.0,23157871.1
American Made,6.895,4788,50000000,133511855,tt3532216,337170,"['Action', 'Comedy', 'Crime', 'Drama']",2017,No,1.28,64000000.0,170895174.4
American Ultra,6.09,2876,28000000,27100000,tt3316948,261392,"['Action', 'Comedy']",2015,No,1.32,36960000.0,35772000.0
Amsterdam,6.063,1718,80000000,31245810,tt10304142,664469,"['Mystery', 'Comedy', 'Drama']",2022,No,1.07,85600000.0,33433016.700000003
Anatomy of a Fall,7.539,3006,6700000,35634133,tt17009710,915935,"['Thriller', 'Mystery', 'Crime']",2023,No,1.03,6901000.0,36703156.99
Angel Has Fallen,6.597,3722,40000000,146661977,tt6189022,423204,"['Action', 'Thriller']",2019,No,1.23,49200000.0,180394231.71
Anna,6.706,2856,34000000,31626978,tt7456310,484641,"['Action', 'Adventure', 'Thriller']",2019,No,1.23,41820000.0,38901182.94
Annabelle Comes Home,6.409,3737,27000000,231252591,tt8350360,521029,['Horror'],2019,No,1.23,33210000.0,284440686.93
Annabelle: Creation,6.605,5856,15000000,306592201,tt5140878,396422,['Horror'],2017,No,1.28,19200000.0,392438017.28000003
Annihilation,6.434,9077,40000000,43070915,tt2798920,300668,"['Science Fiction', 'Horror']",2018,No,1.25,50000000.0,53838643.75
Anora,7.0,2729,6000000,56286295,tt28607951,1064213,"['Drama', 'Comedy', 'Romance']",2024,Yes,1.0,6000000.0,56286295.0
Another Round,7.635,3576,5150000,21700000,tt10288566,580175,"['Comedy', 'Drama']",2020,No,1.21,6231500.0,26257000.0
Ant-Man,7.1,20422,130000000,519311965,tt0478970,102899,"['Science Fiction', 'Action', 'Adventure']",2015,No,1.32,171600000.0,685491793.8000001
Ant-Man and the Wasp,6.912,13827,140000000,622674139,tt5095030,363088,"['Action', 'Adventure', 'Science Fiction']",2018,No,1.25,175000000.0,778342673.75
Ant-Man and the Wasp: Quantumania,6.256,5507,200000000,476071180,tt10954600,640146,"['Action', 'Adventure', 'Science Fiction']",2023,No,1.03,206000000.0,490353315.40000004
Anyone But You,6.831,2788,25000000,214891370,tt26047818,1072790,"['Romance', 'Comedy']",2023,No,1.03,25750000.0,221338111.1
Apocalypse Z: The Beginning of the End,6.723,1168,0,500000,tt27599851,1118031,"['Drama', 'Action', 'Horror']",2024,No,1.0,0.0,500000.0
Aquaman,6.872,14563,160000000,1152028393,tt1477834,297802,"['Action', 'Adventure', 'Fantasy']",2018,No,1.25,200000000.0,1440035491.25
Aquaman and the Lost Kingdom,6.6,3268,205000000,440181226,tt9663764,572802,"['Action', 'Adventure', 'Fantasy']",2023,No,1.03,211150000.0,453386662.78000003
Argylle,6.0,1594,200000000,96221061,tt15009428,848538,"['Action', 'Adventure', 'Comedy']",2024,No,1.0,200000000.0,96221061.0
Army of Thieves,6.813,2178,30000000,46900000,tt13024674,796499,"['Action', 'Crime', 'Comedy']",2021,No,1.16,34800000.0,54403999.99999999
Army of the Dead,6.229,4247,90000000,190700000,tt0993840,503736,"['Crime', 'Action', 'Horror']",2021,No,1.16,104400000.0,221211999.99999997
Arrival,7.622,18712,47000000,203388186,tt2543164,329865,"['Drama', 'Science Fiction', 'Mystery']",2016,No,1.31,61570000.0,266438523.66
Artemis Fowl,5.535,1697,125000000,0,tt3089630,475430,"['Adventure', 'Fantasy', 'Science Fiction', 'Family', 'Action']",2020,No,1.21,151250000.0,0.0
Arthur the King,7.577,855,19000000,40829138,tt10720352,618588,"['Adventure', 'Drama']",2024,No,1.0,19000000.0,40829138.0
Assassin's Creed,5.429,7953,125000000,240700000,tt2094766,121856,"['Action', 'Adventure', 'Science Fiction']",2016,No,1.31,163750000.0,315317000.0
Asterix & Obelix: The Middle Kingdom,4.837,1119,72000000,46497678,tt11210390,643215,"['Family', 'Comedy', 'Adventure']",2023,No,1.03,74160000.0,47892608.34
Asteroid City,6.441,2286,25000000,53857743,tt14230388,747188,"['Comedy', 'Drama']",2023,No,1.03,25750000.0,55473475.29
Atlas,6.704,1454,100000000,0,tt14856980,614933,"['Science Fiction', 'Action']",2024,No,1.0,100000000.0,0.0
Atomic Blonde,6.429,6448,30000000,100014025,tt2406566,341013,"['Action', 'Adventure', 'Thriller']",2017,No,1.28,38400000.0,128017952.0
Ava,5.828,2674,0,2987741,tt8784956,539885,"['Action', 'Thriller', 'Crime']",2020,No,1.21,0.0,3615166.61
Avatar: The Way of Water,7.61,13043,350000000,2330224914,tt1630029,76600,"['Action', 'Adventure', 'Science Fiction']",2022,No,1.07,374500000.0,2493340657.98
Avengers: Age of Ultron,7.271,23853,365000000,1405403694,tt2395427,99861,"['Action', 'Adventure', 'Science Fiction']",2015,No,1.32,481800000.0,1855132876.0800002
Avengers: Endgame,8.237,26925,356000000,2799439100,tt4154796,299534,"['Adventure', 'Science Fiction', 'Action']",2019,No,1.23,437880000.0,3443310093.0
Avengers: Infinity War,8.235,31137,300000000,2052415039,tt4154756,299536,"['Adventure', 'Action', 'Science Fiction']",2018,No,1.25,375000000.0,2565518798.75
Baby Driver,7.445,16372,34000000,226945087,tt3890160,339403,"['Action', 'Crime']",2017,No,1.28,43520000.0,290489711.36
Babygirl,5.739,1001,20000000,60934894,tt30057084,1097549,"['Drama', 'Romance']",2024,No,1.0,20000000.0,60934894.0
Babylon,7.373,3532,78000000,65267446,tt10640346,615777,"['Drama', 'Comedy']",2022,No,1.07,83460000.0,69836167.22
Bad Boys for Life,7.127,8541,90000000,426505244,tt1502397,38700,"['Thriller', 'Action', 'Crime']",2020,No,1.21,108900000.0,516071345.24
Bad Boys: Ride or Die,7.346,3113,100000000,404547819,tt4919268,573435,"['Action', 'Comedy', 'Crime', 'Thriller', 'Adventure']",2024,No,1.0,100000000.0,404547819.0
Bad Moms,6.494,4175,20000000,183936074,tt4651520,376659,['Comedy'],2016,No,1.31,26200000.0,240956256.94
Bad Times at the El Royale,6.845,3739,32000000,31882724,tt6628394,446021,"['Thriller', 'Mystery', 'Crime', 'Drama']",2018,No,1.25,40000000.0,39853405.0
Barbarian,6.839,2958,4500000,45400000,tt15791034,913290,"['Horror', 'Thriller']",2022,No,1.07,4815000.0,48578000.0
Barbie,6.946,10459,145000000,1447138421,tt1517268,346698,"['Comedy', 'Adventure']",2023,No,1.03,149350000.0,1490552573.63
Batman v Superman: Dawn of Justice,5.987,18593,250000000,874362803,tt2975590,209112,"['Action', 'Adventure', 'Fantasy']",2016,No,1.31,327500000.0,1145415271.93
Baywatch,6.091,8323,69000000,177900000,tt1469304,339846,"['Comedy', 'Action', 'Crime']",2017,No,1.28,88320000.0,227712000.0
Beast,6.542,1665,0,56000000,tt13223398,760741,"['Thriller', 'Action', 'Horror', 'Adventure']",2022,No,1.07,0.0,59920000.0
Beating Hearts,7.198,917,37315205,36010728,tt27490099,959604,"['Romance', 'Crime', 'Drama']",2024,No,1.0,37315205.0,36010728.0
Beau Is Afraid,6.718,1225,35000000,12337378,tt13521006,798286,"['Comedy', 'Adventure', 'Fantasy']",2023,No,1.03,36050000.0,12707499.34
Beautiful Boy,7.552,2742,25000000,7700000,tt1226837,451915,['Drama'],2018,No,1.25,31250000.0,9625000.0
Beauty and the Beast,7.0,15819,160000000,1266115964,tt2771200,321612,"['Family', 'Fantasy', 'Romance']",2017,No,1.28,204800000.0,1620628433.92
Beetlejuice Beetlejuice,6.961,2844,99000000,452000435,tt2049403,917496,"['Comedy', 'Fantasy', 'Horror']",2024,No,1.0,99000000.0,452000435.0
Before I Fall,6.963,3483,5000000,16373843,tt1691916,397837,"['Drama', 'Fantasy']",2017,No,1.28,6400000.0,20958519.04
Belfast,7.052,1610,11000000,49158343,tt12789558,777270,"['Drama', 'History']",2021,No,1.16,12760000.0,57023677.879999995
Beverly Hills Cop: Axel F,6.7,1325,150000000,0,tt3083016,280180,"['Action', 'Comedy', 'Crime']",2024,No,1.0,150000000.0,0.0
Bird Box,6.826,10302,19800000,0,tt2737304,405774,"['Horror', 'Thriller', 'Drama']",2018,No,1.25,24750000.0,0.0
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),6.9,10581,75000000,205537933,tt7713068,495764,"['Action', 'Crime']",2020,No,1.21,90750000.0,248700898.93
BlacKkKlansman,7.492,7865,15000000,93411426,tt7349662,487558,"['Crime', 'Comedy', 'Drama', 'History']",2018,No,1.25,18750000.0,116764282.5
Black Adam,6.833,6766,200000000,393452111,tt6443346,436270,"['Action', 'Adventure', 'Science Fiction']",2022,No,1.07,214000000.0,420993758.77000004
Black Mass,6.523,3487,53000000,99975678,tt1355683,261023,"['Drama', 'Crime', 'History']",2015,No,1.32,69960000.0,131967894.96000001
Black Mirror: Bandersnatch,6.763,4054,0,0,tt9495224,569547,"['Science Fiction', 'Mystery', 'Drama']",2018,No,1.25,0.0,0.0
Black Panther,7.4,22947,200000000,1349926083,tt1825683,284054,"['Action', 'Adventure', 'Science Fiction']",2018,No,1.25,250000000.0,1687407603.75
Black Panther: Wakanda Forever,7.0,7101,250000000,859102154,tt9114286,505642,"['Action', 'Adventure', 'Science Fiction']",2022,No,1.07,267500000.00000003,919239304.7800001
Black Widow,7.188,10849,200000000,379751131,tt3480822,497698,"['Action', 'Adventure', 'Science Fiction']",2021,No,1.16,231999999.99999997,440511311.96
Blackhat,5.514,2118,70000000,17752940,tt2717822,201088,"['Crime', 'Thriller', 'Action']",2015,No,1.32,92400000.0,23433880.8
Blade Runner 2049,7.587,14536,150000000,259239658,tt1856101,335984,"['Science Fiction', 'Drama']",2017,No,1.28,192000000.0,331826762.24
Blink Twice,6.681,1667,20000000,46393906,tt14858658,840705,"['Mystery', 'Thriller']",2024,No,1.0,20000000.0,46393906.0
Blonde,5.929,1462,22000000,0,tt1655389,301502,['Drama'],2022,No,1.07,23540000.0,0.0
Blood Red Sky,6.813,1647,17739525,0,tt6402468,760883,"['Horror', 'Thriller', 'Action']",2021,No,1.16,20577849.0,0.0
Bloodshot,6.696,5123,42000000,39861118,tt1634106,338762,"['Action', 'Science Fiction', 'Adventure']",2020,No,1.21,50820000.0,48231952.78
Blue Beetle,6.659,2941,104000000,130788072,tt9362930,565770,"['Action', 'Science Fiction', 'Adventure']",2023,No,1.03,107120000.0,134711714.16
Bob Marley: One Love,6.647,899,70000000,180828556,tt8521778,802219,"['Music', 'History', 'Drama']",2024,No,1.0,70000000.0,180828556.0
Bodies Bodies Bodies,6.177,1349,3000000,13900000,tt8110652,520023,"['Horror', 'Comedy', 'Mystery']",2022,No,1.07,3210000.0,14873000.0
Bohemian Rhapsody,7.964,17394,52000000,910813521,tt1727824,424694,"['Music', 'Drama']",2018,No,1.25,65000000.0,1138516901.25
Bombshell,6.784,3112,32000000,61404394,tt6394270,525661,['Drama'],2019,No,1.23,39360000.0,75527404.62
Bone Tomahawk,6.875,2413,1800000,475846,tt2494362,294963,"['Western', 'Horror', 'Drama']",2015,No,1.32,2376000.0,628116.72
Bones and All,7.027,1518,16000000,15234907,tt10168670,791177,"['Horror', 'Romance', 'Drama']",2022,No,1.07,17120000.0,16301350.49
Booksmart,7.009,2751,6000000,24849029,tt1489887,505600,['Comedy'],2019,No,1.23,7380000.0,30564305.669999998
Borat Subsequent Moviefilm,6.437,2722,0,0,tt13143964,740985,['Comedy'],2020,No,1.21,0.0,0.0
Borderlands,5.617,1336,115000000,33017367,tt4978420,365177,"['Action', 'Science Fiction', 'Comedy']",2024,No,1.0,115000000.0,33017367.0
Boss Level,6.86,1784,45000000,2000000,tt7638348,513310,"['Action', 'Science Fiction', 'Thriller']",2021,No,1.16,52200000.0,2320000.0
Brahms: The Boy II,5.88,1270,10000000,20311536,tt9173418,555974,"['Horror', 'Mystery', 'Thriller']",2020,No,1.21,12100000.0,24576958.56
Bridge of Spies,7.2,7083,40000000,165478348,tt3682448,296098,"['Thriller', 'Drama']",2015,No,1.32,52800000.0,218431419.36
Bridget Jones's Baby,6.4,3022,35000000,211952420,tt1473832,95610,"['Drama', 'Comedy', 'Romance']",2016,No,1.31,45850000.0,277657670.2
Bright,6.2,5837,90000000,0,tt5519340,400106,"['Fantasy', 'Action', 'Thriller']",2017,No,1.28,115200000.0,0.0
Brightburn,6.134,3326,6000000,33224654,tt7752126,531309,"['Horror', 'Science Fiction']",2019,No,1.23,7380000.0,40866324.42
Brooklyn,7.31,3186,11000000,62076141,tt2381111,167073,"['Romance', 'Drama', 'History']",2015,No,1.32,14520000.0,81940506.12
Bullet Train,7.4,7041,90000000,239300000,tt12593682,718930,"['Action', 'Comedy', 'Thriller']",2022,No,1.07,96300000.0,256051000.0
Bumblebee,6.718,6431,135000000,467989645,tt4701182,424783,"['Action', 'Adventure', 'Science Fiction']",2018,No,1.25,168750000.0,584987056.25
Burnt,6.515,3471,20000000,36606743,tt2503944,295964,['Drama'],2015,No,1.32,26400000.0,48320900.760000005
CODA,7.903,2426,10000000,1905058,tt10366460,776503,"['Drama', 'Music', 'Romance']",2021,Yes,1.16,11600000.0,2209867.28
Call Me by Your Name,8.102,12494,3500000,43143046,tt5726616,398818,"['Romance', 'Drama']",2017,No,1.28,4480000.0,55223098.88
Candyman,5.999,1679,25000000,77411570,tt9347730,565028,"['Horror', 'Thriller']",2021,No,1.16,28999999.999999996,89797421.19999999
Captain America: Civil War,7.4,23515,250000000,1155046416,tt3498820,271110,"['Adventure', 'Action', 'Science Fiction']",2016,No,1.31,327500000.0,1513110804.96
Captain Fantastic,7.891,6644,5000000,23123592,tt3553976,334533,"['Adventure', 'Drama']",2016,No,1.31,6550000.0,30291905.52
Captain Marvel,6.8,16351,152000000,1131416446,tt4154664,299537,"['Action', 'Adventure', 'Science Fiction']",2019,No,1.23,186960000.0,1391642228.58
Carol,7.495,3851,11800000,40272135,tt2402927,258480,"['Romance', 'Drama']",2015,No,1.32,15576000.0,53159218.2
Carry-On,6.889,2477,47000000,0,tt21382296,1005331,"['Thriller', 'Action']",2024,No,1.0,47000000.0,0.0
Cars 3,6.855,6191,175000000,383925276,tt3606752,260514,"['Animation', 'Adventure', 'Comedy', 'Family']",2017,No,1.28,224000000.0,491424353.28000003
Central Intelligence,6.417,6174,50000000,216972543,tt1489889,302699,"['Action', 'Comedy']",2016,No,1.31,65500000.0,284234031.33
Challengers,6.939,2427,55000000,94182533,tt16426418,937287,"['Drama', 'Romance']",2024,No,1.0,55000000.0,94182533.0
Chaos Walking,6.562,2458,125000000,26508132,tt2076822,412656,"['Fantasy', 'Science Fiction', 'Adventure']",2021,No,1.16,145000000.0,30749433.119999997
Chappie,6.784,8231,49000000,104399548,tt1823672,198184,"['Crime', 'Action', 'Science Fiction']",2015,No,1.32,64680000.0,137807403.36
Charlie's Angels,6.4,3072,48000000,73279888,tt5033998,458897,"['Action', 'Adventure', 'Comedy']",2019,No,1.23,59040000.0,90134262.24
Chemical Hearts,7.319,1143,0,0,tt5843876,621013,"['Drama', 'Romance']",2020,No,1.21,0.0,0.0
Chip 'n Dale: Rescue Rangers,6.999,1314,70000000,623190,tt3513500,420821,"['Animation', 'Family', 'Comedy', 'Adventure', 'Mystery']",2022,No,1.07,74900000.0,666813.3
Christopher Robin,7.304,2840,75000000,197744377,tt4575576,420814,"['Adventure', 'Comedy', 'Family', 'Fantasy']",2018,No,1.25,93750000.0,247180471.25
Cinderella,6.8,7248,95000000,543514353,tt1661199,150689,"['Romance', 'Fantasy', 'Family', 'Drama']",2015,No,1.32,125400000.0,717438945.96
Circle,6.014,2070,250000,0,tt3118452,335866,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",2015,No,1.32,330000.0,0.0
Civil War,6.848,3927,50000000,126542249,tt17279496,929590,"['War', 'Action', 'Drama']",2024,No,1.0,50000000.0,126542249.0
Clifford the Big Red Dog,7.2,1779,64000000,107347356,tt2397461,585245,"['Family', 'Adventure', 'Comedy', 'Fantasy']",2021,No,1.16,74240000.0,124522932.96
Climax,7.046,2260,2900000,1696075,tt8359848,507076,"['Horror', 'Drama']",2018,No,1.25,3625000.0,2120093.75
Cocaine Bear,6.022,2285,32500000,88314672,tt14209916,804150,"['Thriller', 'Comedy', 'Crime']",2023,No,1.03,33475000.0,90964112.16
Coco,8.2,20418,175000000,814641172,tt2380307,354912,"['Family', 'Animation', 'Music', 'Adventure']",2017,No,1.28,224000000.0,1042740700.16
Cold Pursuit,5.86,2710,60000000,76419755,tt5719748,438650,"['Action', 'Crime', 'Thriller', 'Drama', 'Comedy']",2019,No,1.23,73800000.0,93996298.65
Collateral Beauty,7.218,5480,36000000,88528280,tt4682786,345920,"['Drama', 'Romance']",2016,No,1.31,47160000.0,115972046.80000001
Color Out of Space,6.054,1596,6000000,1023510,tt5073642,548473,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",2020,No,1.21,7260000.0,1238447.0999999999
Coming 2 America,6.368,2312,60000000,0,tt6802400,484718,['Comedy'],2021,No,1.16,69600000.0,0.0
Conclave,7.201,3003,20000000,115657988,tt20215234,974576,"['Drama', 'Thriller']",2024,No,1.0,20000000.0,115657988.0
Concussion,7.079,2649,35000000,50400000,tt3322364,321741,['Drama'],2015,No,1.32,46200000.0,66528000.0
Countdown,6.217,2227,6500000,48021766,tt10039344,599975,"['Horror', 'Thriller']",2019,No,1.23,7995000.0,59066772.18
Crawl,6.32,3265,13500000,91500000,tt8364368,511987,"['Horror', 'Thriller']",2019,No,1.23,16605000.0,112545000.0
Crazy Rich Asians,7.062,3841,30000000,238539198,tt3104988,455207,"['Comedy', 'Romance']",2018,No,1.25,37500000.0,298173997.5
Creed,7.407,7739,37000000,173600000,tt3076658,312221,"['Drama', 'Action']",2015,No,1.32,48840000.0,229152000.0
Creed II,7.033,5629,50000000,214200000,tt6343314,480530,"['Drama', 'Action']",2018,No,1.25,62500000.0,267750000.0
Creed III,7.1,2745,75000000,275300000,tt11145118,677179,"['Drama', 'Action']",2023,No,1.03,77250000.0,283559000.0
Crimson Peak,6.7,5111,55000000,74700000,tt2554274,201085,"['Horror', 'Mystery', 'Romance']",2015,No,1.32,72600000.0,98604000.0
Cruella,7.983,9784,200000000,233503234,tt3228774,337404,"['Comedy', 'Crime', 'Adventure']",2021,No,1.16,231999999.99999997,270863751.44
DC League of Super-Pets,7.178,1667,90000000,203000000,tt8912936,539681,"['Family', 'Comedy', 'Adventure', 'Animation', 'Science Fiction']",2022,No,1.07,96300000.0,217210000.0
Da 5 Bloods,6.448,1132,45000000,0,tt9777644,581859,"['War', 'Drama']",2020,No,1.21,54450000.0,0.0
Daddy's Home,6.292,3321,50000000,242786137,tt1528854,274167,['Comedy'],2015,No,1.32,66000000.0,320477700.84000003
Daddy's Home 2,6.305,2645,69000000,180613180,tt5657846,419680,['Comedy'],2017,No,1.28,88320000.0,231184870.4
Damsel,6.998,2588,60000000,5000,tt13452446,763215,"['Fantasy', 'Action', 'Adventure']",2024,No,1.0,60000000.0,5000.0
Dark Phoenix,5.963,6845,200000000,252442974,tt6565702,320288,"['Science Fiction', 'Action', 'Adventure']",2019,No,1.23,246000000.0,310504858.02
Dark Waters,7.532,2377,20000000,13601384,tt9071322,552178,"['Drama', 'Thriller']",2019,No,1.23,24600000.0,16729702.32
Darkest Hour,7.351,5348,30000000,150847207,tt4555426,399404,"['Drama', 'History']",2017,No,1.28,38400000.0,193084424.96
Day Shift,6.753,2100,100000000,0,tt13314558,755566,"['Action', 'Fantasy', 'Horror', 'Comedy', 'Thriller']",2022,No,1.07,107000000.0,0.0
Deadpool,7.622,32066,58000000,782837347,tt1431045,293660,"['Action', 'Adventure', 'Comedy']",2016,No,1.31,75980000.0,1025516924.57
Deadpool & Wolverine,7.57,7929,200000000,1338073645,tt6263850,533535,"['Action', 'Comedy', 'Science Fiction']",2024,No,1.0,200000000.0,1338073645.0
Deadpool 2,7.489,18723,110000000,785896632,tt5463162,383498,"['Action', 'Comedy', 'Adventure']",2018,No,1.25,137500000.0,982370790.0
Death Note,4.265,4051,40000000,0,tt1241317,351460,"['Crime', 'Fantasy', 'Horror']",2017,No,1.28,51200000.0,0.0
Death Wish,6.203,2667,30000000,34017028,tt1137450,395990,"['Action', 'Crime', 'Thriller', 'Drama']",2018,No,1.25,37500000.0,42521285.0
Death on the Nile,6.422,3979,90000000,137307235,tt7657566,505026,"['Mystery', 'Crime', 'Thriller']",2022,No,1.07,96300000.0,146918741.45000002
Decision to Leave,7.335,1370,0,16914773,tt12477480,705996,"['Thriller', 'Mystery', 'Romance']",2022,No,1.07,0.0,18098807.11
Deep Water,5.817,1531,49000000,0,tt2180339,619979,"['Drama', 'Mystery', 'Thriller']",2022,No,1.07,52430000.0,0.0
Deepwater Horizon,6.886,4736,110000000,121790376,tt1860357,296524,"['Drama', 'Action']",2016,No,1.31,144100000.0,159545392.56
